landmark_id,hierarchical_label,natural_or_human_made
64787,monastery,human-made
64788,monastery,human-made
64789,church,human-made
64790,church,human-made
64796,power plant,human-made
64797,mountain,natural
64798,church,human-made
64800,river,natural
64801,ocean area ,natural
64806,hotel,human-made
64807,lighthouse,human-made
64808,mountain,natural
64809,church,human-made
64812,church,human-made
64813,zoo,human-made
64814,sculpture,human-made
64815,lighthouse,human-made
64816,cliff,natural
64818,city,human-made
64821,museum,human-made
64822,church,human-made
64825,boat,human-made
64828,mountain,natural
64831,church,human-made
64832,castle / fort,human-made
64833,museum,human-made
64835,church,human-made
64838,church,human-made
64840,church,human-made
64842,museum,human-made
64843,castle / fort,human-made
64844,mountain,natural
64849,amusement park,human-made
64850,museum,human-made
64851,mountain,natural
64852,mountain,natural
64853,church,human-made
64856,church,human-made
64859,church,human-made
64860,castle / fort,human-made
64862,buddhist temple,human-made
64864,mountain,natural
64865,parks,natural
64868,church,human-made
64869,castle / fort,human-made
64872,trail,natural
64873,library,human-made
64874,monastery,human-made
64875,church,human-made
64876,house,human-made
64879,church,human-made
64882,church,human-made
64883,cross,human-made
64884,church,human-made
64890,castle / fort,human-made
64892,dam,human-made
64893,skyscraper,human-made
64897,lake,natural
64899,castle / fort,human-made
64900,church,human-made
64905,buddhist temple,human-made
64906,rail transportation,human-made
64907,church,human-made
64908,harbor,human-made
64909,museum,human-made
64910,lighthouse,human-made
64912,church,human-made
64913,factory,human-made
64914,church,human-made
64915,boat,human-made
64916,church,human-made
64917,lake,natural
64918,church,human-made
64920,parks,natural
64921,museum,human-made
64922,church,human-made
64924,castle / fort,human-made
64926,agricultural land,natural
64928,palace,human-made
64934,castle / fort,human-made
64935,lighthouse,human-made
64937,museum,human-made
64938,road,human-made
64940,dam,human-made
64942,sports venue,human-made
64943,theatre,human-made
64945,palace,human-made
64946,cemetery,human-made
64947,castle / fort,human-made
64948,church,human-made
64950,mountain,natural
64951,cemetery,human-made
64959,square,human-made
64960,dam,human-made
64961,island,natural
64963,hotel,human-made
64965,museum,human-made
64967,museum,human-made
64970,restaurant,human-made
64972,church,human-made
64977,sports venue,human-made
64979,mountain,natural
64980,church,human-made
64982,mountain,natural
64983,church,human-made
64984,church,human-made
64986,castle / fort,human-made
64987,mountain,natural
64990,mountain,natural
64991,island,natural
64992,mountain,natural
64995,road,human-made
64997,church,human-made
65001,cemetery,human-made
65004,mountain,natural
65007,mountain,natural
65008,rail transportation,human-made
65009,castle / fort,human-made
65011,village,human-made
65013,island,natural
65014,parks,natural
65017,church,human-made
65018,church,human-made
65022,church,human-made
65023,bridge,human-made
65024,church,human-made
65025,sports venue,human-made
65026,shinto shrine,human-made
65027,library,human-made
65028,archeological site,human-made
65031,parks,natural
65033,church,human-made
65036,lighthouse,human-made
65038,gate,human-made
65039,house,human-made
65041,sports venue,human-made
65042,observatory,human-made
65043,parks,natural
65045,parks,natural
65048,museum,human-made
65049,castle / fort,human-made
65053,castle / fort,human-made
65054,synagogue,human-made
65055,castle / fort,human-made
65056,house,human-made
65057,house,human-made
65058,church,human-made
65061,lighthouse,human-made
65063,parks,natural
65064,house,human-made
65068,church,human-made
65072,island,natural
65073,library,human-made
65074,house,human-made
65075,lake,natural
65077,cave,natural
65080,lighthouse,human-made
65081,archeological site,human-made
65084,lake,natural
65085,lake,natural
65086,mountain,natural
65090,buddhist temple,human-made
65091,harbor,human-made
65094,church,human-made
65096,church,human-made
65099,church,human-made
65101,church,human-made
65104,lake,natural
65105,mountain,natural
65106,river,natural
65109,square,human-made
65115,harbor,human-made
65116,castle / fort,human-made
65117,theatre,human-made
65118,church,human-made
65120,castle / fort,human-made
65121,church,human-made
65122,mountain,natural
65123,castle / fort,human-made
65125,rail transportation,human-made
65128,palace,human-made
65130,church,human-made
65132,city,human-made
65133,island,natural
65134,monastery,human-made
65135,castle / fort,human-made
65136,synagogue,human-made
65137,church,human-made
65142,museum,human-made
65143,parks,natural
65145,mountain,natural
65146,sports venue,human-made
65148,museum,human-made
65151,castle / fort,human-made
65152,castle / fort,human-made
65153,mountain,natural
65154,agricultural land,natural
65156,church,human-made
65157,cable transportation,human-made
65158,ocean area ,natural
65159,castle / fort,human-made
65160,windmill,human-made
65161,parks,natural
65162,lighthouse,human-made
65165,parks,natural
65168,church,human-made
65169,island,natural
65171,government building,human-made
65173,settlement,human-made
65174,sculpture,human-made
65176,church,human-made
65177,church,human-made
65178,parks,natural
65179,museum,human-made
65180,lake,natural
65181,church,human-made
65182,palace,human-made
65183,lighthouse,human-made
65189,mountain,natural
65190,mountain,natural
65191,church,human-made
65192,rail transportation,human-made
65193,city,human-made
65198,square,human-made
65203,castle / fort,human-made
65204,church,human-made
65206,zoo,human-made
65208,church,human-made
65209,mountain,natural
65212,church,human-made
65214,buddhist temple,human-made
65215,church,human-made
65218,library,human-made
65220,parks,natural
65221,cemetery,human-made
65222,garden,natural
65224,church,human-made
65226,parks,natural
65228,cemetery,human-made
65231,monastery,human-made
65233,canal,natural
65234,castle / fort,human-made
65239,parks,natural
65241,museum,human-made
65242,village,human-made
65244,museum,human-made
65245,island,natural
65250,mountain,natural
65251,fountain,human-made
65252,museum,human-made
65255,city,human-made
65257,hindu temple,human-made
65259,mountain,natural
65260,mountain,natural
65262,shinto shrine,human-made
65268,church,human-made
65271,church,human-made
65274,church,human-made
65275,church,human-made
65276,church,human-made
65278,monastery,human-made
65280,mountain,natural
65281,parks,natural
65282,house,human-made
65283,cemetery,human-made
65286,island,natural
65287,bridge,human-made
65288,church,human-made
65289,church,human-made
65291,buddhist temple,human-made
65295,river,natural
65297,amusement park,human-made
65300,parks,natural
65301,church,human-made
65302,castle / fort,human-made
65303,castle / fort,human-made
65305,church,human-made
65307,zoo,human-made
65309,bath,human-made
65311,tower,human-made
65312,church,human-made
65315,mountain,natural
65318,mountain,natural
65320,windmill,human-made
65324,lake,natural
65325,island,natural
65326,lighthouse,human-made
65328,garden,natural
65329,mountain,natural
65333,museum,human-made
65334,church,human-made
65335,lighthouse,human-made
65338,church,human-made
65339,palace,human-made
65341,parks,natural
65345,archeological site,human-made
65347,church,human-made
65348,amusement park,human-made
65349,church,human-made
65353,school,human-made
65356,government building,human-made
65358,lake,natural
65362,parks,natural
65367,church,human-made
65368,lake,natural
65369,castle / fort,human-made
65370,church,human-made
65372,river,natural
65373,church,human-made
65374,palace,human-made
65377,monastery,human-made
65380,island,natural
65381,museum,human-made
65382,church,human-made
65384,waterfall,natural
65385,church,human-made
65389,lake,natural
65390,church,human-made
65393,museum,human-made
65396,bridge,human-made
65398,parks,natural
65401,monastery,human-made
65403,museum,human-made
65404,monastery,human-made
65406,castle / fort,human-made
65410,church,human-made
65411,mountain,natural
65413,castle / fort,human-made
65414,parks,natural
65418,palace,human-made
65420,monastery,human-made
65421,canal,natural
65422,church,human-made
65423,lighthouse,human-made
65425,castle / fort,human-made
65426,island,natural
65427,church,human-made
65428,mountain,natural
65430,church,human-made
65432,buddhist temple,human-made
65433,castle / fort,human-made
65437,castle / fort,human-made
65438,bridge,human-made
65439,church,human-made
65441,rail transportation,human-made
65442,castle / fort,human-made
65445,theatre,human-made
65446,church,human-made
65447,air transportation,human-made
65453,museum,human-made
65454,church,human-made
65456,church,human-made
65463,shopping,human-made
65464,church,human-made
65465,house,human-made
65466,parks,natural
65467,palace,human-made
65468,church,human-made
65469,museum,human-made
65470,synagogue,human-made
65471,river,natural
65473,power plant,human-made
65474,skyscraper,human-made
65479,church,human-made
65480,amusement park,human-made
65484,church,human-made
65485,church,human-made
65489,lighthouse,human-made
65490,sports venue,human-made
65492,mountain,natural
65498,church,human-made
65500,city,human-made
65502,church,human-made
65504,museum,human-made
65505,castle / fort,human-made
65506,monastery,human-made
65507,church,human-made
